"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NZL","TRADEGOODSERV","EXP","AGRWTH","A","1999",8.30381739472648,
"NZL","TRADEGOODSERV","EXP","AGRWTH","A","2000",6.05862403100775,
"NZL","TRADEGOODSERV","EXP","AGRWTH","A","2001",3.28681391471186,
"NZL","TRADEGOODSERV","EXP","AGRWTH","A","2002",7.53206545776205,
"NZL","TRADEGOODSERV","EXP","AGRWTH","A","2003",2.68169292148233,
"NZL","TRADEGOODSERV","EXP","AGRWTH","A","2004",3.17244141798518,
"NZL","TRADEGOODSERV","EXP","AGRWTH","A","2005",-0.442598128664052,
"NZL","TRADEGOODSERV","EXP","AGRWTH","A","2006",3.46878290371641,
"NZL","TRADEGOODSERV","EXP","AGRWTH","A","2007",3.92349005936116,
"NZL","TRADEGOODSERV","EXP","AGRWTH","A","2008",-2.68554953125283,
"NZL","TRADEGOODSERV","EXP","AGRWTH","A","2009",4.03607498229792,
"NZL","TRADEGOODSERV","EXP","AGRWTH","A","2010",2.820962888666,
"NZL","TRADEGOODSERV","EXP","AGRWTH","A","2011",2.29414531328932,
"NZL","TRADEGOODSERV","EXP","AGRWTH","A","2012",3.04134595735985,
"NZL","TRADEGOODSERV","EXP","AGRWTH","A","2013",0.135514790943646,
"NZL","TRADEGOODSERV","EXP","AGRWTH","A","2014",4.65077898072353,
"NZL","TRADEGOODSERV","EXP","AGRWTH","A","2015",6.24191767859959,
"NZL","TRADEGOODSERV","EXP","AGRWTH","A","2016",1.55563472271702,
"NZL","TRADEGOODSERV","EXP","AGRWTH","A","2017",3.55180074836296,
"NZL","TRADEGOODSERV","EXP","AGRWTH","A","2018",2.83290517460407,"E"
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","1971",6.76719261265744,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","1972",-0.825316144010412,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","1973",15.1739517891741,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","1974",4.37877248090663,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","1975",4.14713572880056,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","1976",12.9690222241108,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","1977",2.12463168453389,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","1978",-15.792300750772,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","1979",0.907245204066383,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","1980",2.69437500903062,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","1981",1.51251341036599,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","1982",5.14215422997626,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","1983",-2.97295961243759,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","1984",5.75210417982841,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","1985",8.84891231383432,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","1986",11.7223369725583,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","1987",-6.37513964931186,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","1988",-2.40966574421209,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","1989",2.10697014282535,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","1990",2.50569024674722,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","1991",0.424207441857896,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","1992",1.69626233764091,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","1993",4.81731572699173,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","1994",5.81468247313631,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","1995",5.83406275372248,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","1996",8.78565948888546,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","1997",12.4608487379476,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","1998",8.76267305403655,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","1999",-1.55666208434473,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","2000",2.01480501801822,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","2001",1.73847981284275,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","2002",0.994016582758743,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","2003",1.23138203715791,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","2004",9.00625853587387,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","2005",7.91547179909803,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","2006",9.07610196524885,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","2007",10.0200478461483,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","2008",3.20117691536401,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","2009",-10.3135100451317,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","2010",8.41653675051914,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","2011",3.94510687638283,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","2012",2.85716858566609,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","2013",4.97318829477555,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","2014",2.00224348014645,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","2015",1.9345277638666,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","2016",2.67276143571315,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","2017",1.87858576290386,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","2018",1.87481068811754,
"NOR","TRADEGOODSERV","IMP","AGRWTH","A","2019",5.20252424937265,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","1970",9.67175802780596,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","1971",7.48612291843776,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","1972",2.01451567879408,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","1973",-6.04277830984631,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","1974",9.78060382487137,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","1975",3.90856435424681,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","1976",7.1443768350283,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","1977",2.25178713264496,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","1978",7.09597234629277,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","1979",7.06643939943425,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","1980",-4.85392497247862,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","1981",2.3603125723135,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","1982",0.519954786540301,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","1983",7.63095979516988,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","1984",15.4383990998955,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","1985",3.78446115288221,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","1986",10.0244170758539,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","1987",8.45140836483356,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","1988",1.03664226847011,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","1989",4.67044278512847,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","1990",11.2555815436955,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","1991",9.45559834491194,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","1992",7.41038221787641,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","1993",9.48874258310981,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","1994",4.41338044898444,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","1995",9.95954468215202,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","1996",10.884085427753,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","1997",4.57869263513907,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","1998",1.91589254050919,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","1999",9.8917812865881,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","2000",8.64192613687282,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","2001",-0.548080800674561,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","2002",0.498110773200627,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","2003",1.28976941875553,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","2004",3.45881202639941,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","2005",2.97127606046685,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","2006",4.14156178562627,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","2007",4.00909042689918,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","2008",2.40468540987529,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","2009",4.6979685806113,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","2010",0.860185940661439,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","2011",4.60306750246677,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","2012",5.30322209236595,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","2013",5.95300433071514,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","2014",6.83138495777397,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","2015",6.83999662495381,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","2016",5.51703666586785,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","2017",4.10176866675097,
"AUS","TRADEGOODSERV","EXP","AGRWTH","A","2018",3.82933359777866,
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","1970",9.15507281750874,
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","1971",20.1388241870866,"E"
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","1972",0.08627709488542,"E"
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","1973",34.0093951280934,"E"
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","1974",19.5435030861967,"E"
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","1975",4.10948137220523,"E"
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","1976",24.4356688637882,"E"
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","1977",21.9958744026284,"E"
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","1978",30.2735622774031,"E"
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","1979",13.592863078825,"E"
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","1980",-3.43511845057752,"E"
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","1981",4.47850297156931,"E"
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","1982",1.54047592814187,"E"
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","1983",6.76388724162905,"E"
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","1984",4.38682534242527,"E"
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","1985",-1.94160468249385,"E"
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","1986",33.0777934283141,"E"
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","1987",18.1230913381455,"E"
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","1988",13.0856812977127,"E"
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","1989",15.7272195882315,"E"
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","1990",13.5019070046222,"E"
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","1991",19.9969739462707,"E"
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","1992",4.76005640205334,"E"
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","1993",6.8298155037284,"E"
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","1994",22.7538657639739,"E"
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","1995",22.5260061271341,"E"
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","1996",15.0304868197258,"E"
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","1997",2.49033527230848,"E"
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","1998",-23.9851679835085,"E"
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","1999",24.9121670309643,"E"
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","2000",21.7936724323204,"E"
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","2001",-3.46217875463375,
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","2002",14.8911830132711,
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","2003",10.4792713264889,
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","2004",12.0841992456837,
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","2005",7.75268013716121,
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","2006",12.4718956683256,
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","2007",11.3831429421528,
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","2008",3.263048751203,
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","2009",-6.90762196111233,
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","2010",17.5097627576665,
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","2011",14.5120281957346,
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","2012",2.56759092816678,
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","2013",1.63991611884999,
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","2014",1.26317794699677,
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","2015",2.11265433650235,
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","2016",5.17463953708024,
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","2017",8.85698210884093,
"KOR","TRADEGOODSERV","IMP","AGRWTH","A","2018",0.770293425402994,"E"
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","1971",0.700504833092016,"E"
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","1972",24.3004818902534,"E"
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","1973",16.6984523995623,"E"
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","1974",7.9997856721856,"E"
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","1975",-0.900476284977199,"E"
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","1976",9.79999499361687,"E"
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","1977",-5.49881451759983,"E"
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","1978",-1.00115796584003,"E"
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","1979",11.4019055973877,"E"
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","1980",3.22425409047162,"E"
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","1981",-3.60867885655421,"E"
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","1982",4.92936579501052,"E"
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","1983",-1.19991088195041,"E"
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","1984",-1.33367695380454,"E"
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","1985",7.54864829567716,"E"
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","1986",17.1827565270188,"E"
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","1987",24.7927461139896,"E"
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","1988",16.0805480589579,"E"
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","1989",17.7176479004221,"E"
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","1990",9.62125700742901,"E"
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","1991",10.3428682299462,"E"
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","1992",6.81998015549053,"E"
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","1993",-5.22522310667968,"E"
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","1994",11.4446994603312,"E"
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","1995",11.0709117221418,"E"
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","1996",7.30739239474812,
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","1997",12.8882953303088,
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","1998",14.0427284009325,
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","1999",13.6895953786619,
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","2000",9.57088033492267,
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","2001",3.65511160459155,
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","2002",3.67744933563322,
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","2003",6.03272760422997,
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","2004",9.66770077307216,
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","2005",6.96004677705442,
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","2006",8.21310774493037,
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","2007",8.23998893696043,
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","2008",-5.50778296352306,
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","2009",-18.3026771079949,
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","2010",6.19874626785015,
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","2011",-0.590594379017203,
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","2012",-5.83513558476127,
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","2013",-0.214383028746352,
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","2014",6.79804700002043,
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","2015",5.07702411466901,
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","2016",2.64993491973434,
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","2017",6.64623278662359,"E"
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","2018",3.28175536912473,"E"
"ESP","TRADEGOODSERV","IMP","AGRWTH","A","2019",1.2274120229489,"E"
"CZE","TRADEGOODSERV","EXP","AGRWTH","A","1991",-6.04951914176491,"E"
"CZE","TRADEGOODSERV","EXP","AGRWTH","A","1992",9.54979259012477,"E"
"CZE","TRADEGOODSERV","EXP","AGRWTH","A","1993",15.8231838478541,"E"
"CZE","TRADEGOODSERV","EXP","AGRWTH","A","1994",3.79047993352695,"E"
"CZE","TRADEGOODSERV","EXP","AGRWTH","A","1995",18.8203478369764,"E"
"CZE","TRADEGOODSERV","EXP","AGRWTH","A","1996",2.5442200625741,
"CZE","TRADEGOODSERV","EXP","AGRWTH","A","1997",7.61080757469445,
"CZE","TRADEGOODSERV","EXP","AGRWTH","A","1998",9.65963756262011,
"CZE","TRADEGOODSERV","EXP","AGRWTH","A","1999",5.21156719370348,
"CZE","TRADEGOODSERV","EXP","AGRWTH","A","2000",14.8039558319988,
"CZE","TRADEGOODSERV","EXP","AGRWTH","A","2001",9.44319047742908,
"CZE","TRADEGOODSERV","EXP","AGRWTH","A","2002",0.920107423619993,
"CZE","TRADEGOODSERV","EXP","AGRWTH","A","2003",8.82726451266271,
"CZE","TRADEGOODSERV","EXP","AGRWTH","A","2004",29.7219252365511,
"CZE","TRADEGOODSERV","EXP","AGRWTH","A","2005",18.2069470007148,
"CZE","TRADEGOODSERV","EXP","AGRWTH","A","2006",14.2909409641445,
"CZE","TRADEGOODSERV","EXP","AGRWTH","A","2007",11.0281595328818,
"CZE","TRADEGOODSERV","EXP","AGRWTH","A","2008",4.22611091775182,
"CZE","TRADEGOODSERV","EXP","AGRWTH","A","2009",-9.82640159529694,
"CZE","TRADEGOODSERV","EXP","AGRWTH","A","2010",14.6643398354009,
"CZE","TRADEGOODSERV","EXP","AGRWTH","A","2011",9.16573790817598,
"CZE","TRADEGOODSERV","EXP","AGRWTH","A","2012",4.27917014447127,
"CZE","TRADEGOODSERV","EXP","AGRWTH","A","2013",0.18694412828235,
"CZE","TRADEGOODSERV","EXP","AGRWTH","A","2014",8.65037443054586,
"CZE","TRADEGOODSERV","EXP","AGRWTH","A","2015",6.01722635617072,
"CZE","TRADEGOODSERV","EXP","AGRWTH","A","2016",4.34008851944207,
"CZE","TRADEGOODSERV","EXP","AGRWTH","A","2017",6.72308553255099,
"CZE","TRADEGOODSERV","EXP","AGRWTH","A","2018",4.41162062492407,
"CZE","TRADEGOODSERV","EXP","AGRWTH","A","2019",1.15815392006726,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","1971",1.73312036304468,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","1972",7.79457079970653,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","1973",18.8187997422704,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","1974",7.94279385931414,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","1975",-0.640347556596464,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","1976",4.36640329856969,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","1977",2.4035181091187,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","1978",10.555475967577,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","1979",9.90266393442623,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","1980",10.767450596516,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","1981",1.21865485060772,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","1982",-7.65677084224968,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","1983",-2.59120462942119,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","1984",8.15277826868334,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","1985",3.3507882359152,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","1986",7.66231428599227,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","1987",10.928635818326,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","1988",16.2123795034105,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","1989",11.5767889377662,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","1990",8.82185704457422,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","1991",6.6142232358078,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","1992",6.92738216762294,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","1993",3.27537787951917,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","1994",8.83591546101308,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","1995",10.2791010461361,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","1996",8.17562908901476,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","1997",11.9099103522644,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","1998",2.33579487733343,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","1999",4.98141975038896,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","2000",8.34422397868784,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","2001",-5.78423611896415,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","2002",-1.73692058406696,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","2003",2.18253455575313,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","2004",9.66825617829094,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","2005",7.12786956263516,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","2006",9.34282460582391,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","2007",8.70182207317641,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","2008",5.65816268575878,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","2009",-8.39655287927443,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","2010",12.1382521347823,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","2011",7.13885207849117,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","2012",3.40865171121574,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","2013",3.57512504107188,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","2014",4.2144921993584,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","2015",0.473095294667764,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","2016",-0.013717859811889,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","2017",3.47761788246306,
"USA","TRADEGOODSERV","EXP","AGRWTH","A","2018",3.01642568584061,
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","1971",24.5788713552655,"E"
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","1972",0.51340680945182,"E"
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","1973",20.3298572354923,"E"
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","1974",12.5172820474312,"E"
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","1975",-12.7543389248967,"E"
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","1976",-3.64830813534919,"E"
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","1977",20.5798292641922,"E"
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","1978",3.64058869093725,"E"
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","1979",2.46636771300447,"E"
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","1980",2.99051787016779,"E"
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","1981",7.11599197119942,"E"
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","1982",-0.57019874688811,"E"
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","1983",-9.69538043538554,"E"
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","1984",9.14514724542218,"E"
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","1985",9.41921344498988,"E"
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","1986",0.948542501473841,"E"
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","1987",23.2652583414267,"E"
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","1988",-4.58488669289379,"E"
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","1989",-10.2572887685489,"E"
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","1990",0.990818278585129,"E"
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","1991",5.2586688783085,"E"
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","1992",-5.97233856671801,"E"
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","1993",-7.50121187457458,"E"
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","1994",3.82197818481383,"E"
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","1995",3.6175108930476,"E"
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","1996",14.5990884323243,
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","1997",6.86438309129519,
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","1998",21.9431487610781,
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","1999",3.35310395285867,
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","2000",7.80327923303663,
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","2001",-9.98685962287367,
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","2002",-2.73225570941602,
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","2003",10.2518601690355,
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","2004",13.7426836381934,
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","2005",28.8169085825248,
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","2006",9.82047719740825,
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","2007",-2.26279037460088,
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","2008",-20.3117409561728,
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","2009",-22.369437296298,
"ISL","TRADEGOODSERV","IMP","AGRWTH","A","2010",4.40820807176818,
